Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ISO3
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,93.96671,92.24751,92.62411,92.12598,91.20879,89.5218,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,94.3304,93.11701,92.63984,92.45098,91.98113,90.46673,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,93.07876,89.97429,92.58312,91.24668,89.14141,87.22892,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PREPRI,G,BOTHSEX,PERCENT,,,,,,64.36597,68.58054,66.48649,66.9967,70.97315,72.97297,63.73728,65.31672,63.19588,64.37659,58.92169,59.43503,59.11215,61.51279,63.71882,58.09019,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PREPRI,G,FEMALE,PERCENT,,,,,,63.10518,67.3913,65.73557,66.21392,70.3125,72.29102,62.7907,64.30939,62.26415,63.92573,57.69746,58.27423,57.90754,60.48951,63.03828,56.78322,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PREPRI,G,MALE,PERCENT,,,,,,95.83333,93.10345,88.88889,94.11765,90,95,73.91304,81.03448,75.36232,75,87.5,84.61538,88.23529,82.92683,76.08696,82.05128,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PRIMAR,G,BOTHSEX,PERCENT,,,,,,84.45471,84.60494,82.828,84.28373,84.14014,87.08932,88.26729,88.03863,85.19055,87.43756,82.32085,84.90804,85.34704,86.41263,86.64674,85.18084,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PRIMAR,G,FEMALE,PERCENT,,,,,,82.11307,81.90229,80.17917,81.48563,81.48801,85.56457,86.54372,86.13473,83.15525,85.93292,83.483,83.88564,83.67618,85.14341,85.35418,83.97474,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,PRIMAR,G,MALE,PERCENT,,,,,,90.23646,92.04893,90.30558,92.46725,92.46955,91.89765,93.67631,93.97959,91.90871,92.39014,78.36066,88.43996,91.09589,90.85779,91.25,89.48498,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,SECOND,G,BOTHSEX,PERCENT,,,,,,85.17241,90.45828,81.63313,90.83127,88.41556,,90.88194,92.35362,87.78281,91.36033,90.66766,91.13282,89.94315,89.08272,90.32938,86.6782,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,SECOND,G,FEMALE,PERCENT,,,,,,85.71429,89.91663,82.87832,90.4989,88.17056,,91.40244,92.03747,87.65885,92.00894,91.46006,92.03442,90.68571,90.49712,91.25381,87.74161,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,SECOND,G,MALE,PERCENT,,,,,,84.42128,91.24424,79.76608,91.36019,88.83639,,89.90247,92.96171,88.03176,90.05618,88.99243,89.24419,88.3198,86.0355,88.25357,84.41558,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,90.40082,90.10403,90.59545,89.11987,88.28387,90.63158,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,91.07981,90.81515,91.79567,89.95968,89.88764,91.55794,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",96,Brunei Darussalam,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,89.12564,88.70482,88.26185,87.4183,85.08501,88.60972,,,,BRN
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,49.88804,,,,,,,,58.23324,59.74995,60.83199,63.98461,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,56.92619,,,,,,,,57.79882,60.04141,60.70205,65.26904,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,LOWSEC,G,MALE,PERCENT,,,,,,,,,,48.56546,,,,,,,,58.32208,59.69021,60.85929,63.71926,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PREPRI,G,BOTHSEX,PERCENT,,,,,,,,,,,,21.60229,,,,,,34.4756,41.89076,42.62425,48.24547,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PREPRI,G,FEMALE,PERCENT,,,,,,,,,,,,9.18129,,,,,,30.16938,38.46732,39.16783,45.62643,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PREPRI,G,MALE,PERCENT,,,,,,,,,,,,76.48579,,,,,,53.11203,59.71317,63.04945,65.89447,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PRIMAR,G,BOTHSEX,PERCENT,,80.41774,,86.84698,89.49235,88.25822,86.94176,87.66789,87.66039,86.11446,,,94.83248,85.58639,84.3586,85.42001,73.19373,85.83756,87.57573,88.59325,89.4518,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PRIMAR,G,FEMALE,PERCENT,,81.35321,,89.9102,91.91232,91.35156,90.56748,91.40187,91.30361,91.00131,,,98.23459,89.72078,,89.49188,75.70418,90.53883,92.40949,93.59163,94.33434,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,PRIMAR,G,MALE,PERCENT,,80.13928,,85.71256,88.53875,86.9911,85.36862,85.98805,85.87157,83.66577,,,92.77792,82.88803,,82.13944,71.07257,81.7385,83.27362,83.98248,84.97123,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,50.03561,,48.03367,48.3297,48.86183,46.911,59.96295,59.52181,58.23397,59.75057,60.83444,63.98561,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,SECOND,G,FEMALE,PERCENT,,,,,,,,,,56.35056,,52.64009,52.38095,51.48835,49.68689,60.18942,59.36736,57.80326,60.04881,60.70373,65.26543,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,SECOND,G,MALE,PERCENT,,,,,,,,,,48.83235,,47.13829,47.52822,48.34803,46.36476,59.91809,59.55184,58.32205,59.68945,60.8619,63.72122,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,50.35671,,,,,,,,58.23737,59.75341,60.8431,63.98898,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,55.14316,,,,,,,,57.82404,60.08255,60.70965,65.25324,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",854,Burkina Faso,UPPSEC,G,MALE,PERCENT,,,,,,,,,,49.41715,,,,,,,,58.32189,59.68599,60.87115,63.7278,,,BFA
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,100,,,100,70.37406,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,100,,,100,58.32612,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,,100,,,100,75.88437,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PREPRI,G,BOTHSEX,PERCENT,,,,,66.03774,,,,,,,55.48282,62.34133,,72.19589,100,100,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PREPRI,G,FEMALE,PERCENT,,,,,69.38776,,,,,,,63.3565,68.20858,,78.53567,100,100,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PREPRI,G,MALE,PERCENT,,,,,25,,,,,,,18.60465,31.87773,,38.53821,100,100,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PRIMAR,G,BOTHSEX,PERCENT,,,,,,87.50998,,87.41586,,91.18906,,94.18189,94.98716,,92.15134,100,100,100,100,100,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PRIMAR,G,FEMALE,PERCENT,,,,,,90.87675,,93.52684,,94.19423,,,96.66062,,94.74434,100,100,100,100,100,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,PRIMAR,G,MALE,PERCENT,,,,,,83.31927,,80.59349,,87.82168,,,93.14411,,89.2934,100,100,100,100,100,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,SECOND,G,BOTHSEX,PERCENT,,,,36.89278,,,,,,,,72.37816,74.89569,,,100,100,,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,SECOND,G,FEMALE,PERCENT,,,,28.42105,,,,,,,,53.0303,74.70289,,,100,100,,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,SECOND,G,MALE,PERCENT,,,,39.11602,,,,,,,,77.32378,74.94641,,,100,100,,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,100,,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,100,,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",108,Burundi,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,,,100,,100,100,,,,,BDI
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,58.57143,64.0121,67.96602,67.53566,,75.80189,,77.24523,,,94.07302,95.80078,95.60649,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,LOWSEC,G,FEMALE,PERCENT,,,,,,,,61.84896,66.133,72.33782,74.23888,,80.98988,,84.17191,,,95.90818,97.25051,92.86413,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,LOWSEC,G,MALE,PERCENT,,,,,,,,56.32799,62.54266,64.94932,62.68024,,72.05524,,71.71548,,,92.41192,94.46529,98.22596,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PREPRI,G,BOTHSEX,PERCENT,,,7.17762,7.70171,6.70795,7.90598,11.47368,17.60563,25.97276,26.71167,26.53248,32.16846,45.64241,,48.52118,,30.39751,29.49416,29.61672,30.0891,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PREPRI,G,FEMALE,PERCENT,,,7.17762,7.70171,6.70795,7.90598,11.47368,17.60563,25.97276,26.71167,26.53248,32.16846,45.64241,,48.52118,,30.39751,29.49416,29.61672,30.0891,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PREPRI,G,MALE,PERCENT,,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PRIMAR,G,BOTHSEX,PERCENT,,,67.15796,69.37997,72.70432,77.80564,81.46417,82.93375,84.70626,86.45833,90.02991,92.09287,94.58728,,96.02024,,93.25543,93.43501,98.55406,98.90074,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PRIMAR,G,FEMALE,PERCENT,,,66.98113,73.70479,76.57359,81.34789,83.82699,85.14664,86.8295,88.45221,91.48622,93.3,95.71286,,96.36816,,93.4619,93.74711,99.26063,99.08925,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,PRIMAR,G,MALE,PERCENT,,,67.47967,61.32848,64.96212,70.91413,76.82364,78.50379,80.45977,82.39367,87.00102,89.60905,92.21053,,95.28796,,92.75029,92.64877,96.81456,98.43924,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,SECOND,G,BOTHSEX,PERCENT,,,,61.97991,60.69311,62.0705,,75.49296,78.95668,80.78537,81.26065,,86.09379,,86.88305,,89.96396,93.68945,96.01156,95.59748,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,SECOND,G,FEMALE,PERCENT,,,,65.38012,63.71062,65.36748,,76.74603,79.58426,82.99473,84.75398,,89.06856,,90.62694,,93.22948,95.65735,97.3571,95.55035,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,SECOND,G,MALE,PERCENT,,,,59.62783,58.75749,59.86597,,74.677,78.5435,79.32237,78.83598,,83.94774,,84.03401,,87.1517,91.97723,94.81724,95.64246,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,UPPSEC,G,BOTHSEX,PERCENT,,,100,100,100,100,,100,100,100,100,100,100,,100,,,93.1516,96.31728,95.58405,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,UPPSEC,G,FEMALE,PERCENT,,,100,100,100,100,,100,100,100,100,100,100,,100,,,95.28719,97.51938,99.56204,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",132,Cabo Verde,UPPSEC,G,MALE,PERCENT,,,100,100,100,100,,100,100,100,100,100,100,,100,,,91.39394,95.30639,91.79416,,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,LOWSEC,G,BOTHSEX,PERCENT,,99.7299,99.71534,,99.94659,99.89076,99.20809,99.15657,98.76792,98.51174,99.75855,,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PREPRI,G,BOTHSEX,PERCENT,,98.13534,93.78319,,,,87.69878,,,,98.34992,97.49053,100,100,100,100,100,100,100,97.99381,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PREPRI,G,FEMALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PREPRI,G,MALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PRIMAR,G,BOTHSEX,PERCENT,,95.9141,96.01659,94.7457,96.50102,97.68626,98.31485,98.4139,98.21869,99.47919,99.05554,98.92629,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PRIMAR,G,FEMALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,PRIMAR,G,MALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,SECOND,G,BOTHSEX,PERCENT,,99.57606,99.04532,,,,98.96564,99.35554,,,,99.29538,100,100,100,100,100,99.3093,99.16655,99.95533,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,SECOND,G,FEMALE,PERCENT,,,99.35575,,,,,,,,,,,,,,,,,,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,SECOND,G,MALE,PERCENT,,,98.91895,,,,,,,,,,,,,,,,,,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,UPPSEC,G,BOTHSEX,PERCENT,,99.07095,97.0288,,,,98.42501,99.78189,,,,,,,,,,,,,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,UPPSEC,G,FEMALE,PERCENT,,,,,,,,100,,,,,,,,,,,,,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",116,Cambodia,UPPSEC,G,MALE,PERCENT,,,,,,,,99.69944,,,,,,,,,,,,,,,,KHM
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,LOWSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,33.01315,,50.02977,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,LOWSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,40.12262,,59.10384,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,LOWSEC,G,MALE,PERCENT,,,,,,,,,,,,,,29.44722,,45.58406,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PREPRI,G,BOTHSEX,PERCENT,,,,88.00407,70.32568,,48.44531,42.7646,,,42.83157,47.98673,57.11843,,,54.24662,,67.34382,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PREPRI,G,FEMALE,PERCENT,,,,,,,48.41897,42.92169,,,43.30198,48.25817,57.20085,,,54.476,,67.90715,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PREPRI,G,MALE,PERCENT,,,,,,,51.11111,38.03526,,,29.30328,40.81996,54.56204,,,47.38761,,47.10983,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PRIMAR,G,BOTHSEX,PERCENT,,,,68.05799,68.534,62.74085,61.7701,,,,57.39352,67.14954,78.77751,,,,,81.23979,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PRIMAR,G,FEMALE,PERCENT,,,,70.80119,68.59135,68.05556,67.32147,,,,61.04482,71.56783,78.41935,,,,,82.74599,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,PRIMAR,G,MALE,PERCENT,,,,66.72026,68.49623,59.19771,58.04692,,,,54.02368,62.76727,79.15263,,,,,79.44804,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,SECOND,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,45.64245,53.64426,53.15165,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,SECOND,G,FEMALE,PERCENT,,,,,,,,,,,,,,54.64969,62.97766,63.20924,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,SECOND,G,MALE,PERCENT,,,,,,,,,,,,,,40.78464,48.951,47.81229,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,UPPSEC,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,70.65109,,57.02729,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,UPPSEC,G,FEMALE,PERCENT,,,,,,,,,,,,,,79.7578,,67.75024,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",120,Cameroon,UPPSEC,G,MALE,PERCENT,,,,,,,,,,,,,,65.00521,,50.75491,,,,,,,,CMR
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,LOWSEC,G,BOTHSEX,PERCENT,100,100,100,,99.08257,99.28571,100,,,,,99.45946,99,,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,LOWSEC,G,FEMALE,PERCENT,100,100,100,,100,100,100,,,,,98.91304,99.50495,,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,LOWSEC,G,MALE,PERCENT,100,100,100,,97.72727,98.18182,100,,,,,100,97.95918,,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PREPRI,G,BOTHSEX,PERCENT,98.03922,97.77778,96.61017,,95.45455,100,100,,,,,,77.14286,,,,,,,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PREPRI,G,FEMALE,PERCENT,98.03922,97.77778,96.55172,,95.45455,100,100,,,,,,74.60317,,,,,,,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PREPRI,G,MALE,PERCENT,0,0,100,,0,0,0,,,,,,100,,,,,,,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PRIMAR,G,BOTHSEX,PERCENT,97.8903,99.1453,99.16667,,99.60159,98.81423,97.2028,95.8209,95.79288,,,94.84848,97.0297,88.11881,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PRIMAR,G,FEMALE,PERCENT,99.51456,99.49749,99.48454,,100,98.66071,97.61905,96,97.04797,,,94.30605,97.38806,87.31343,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,PRIMAR,G,MALE,PERCENT,87.09677,97.14286,97.82609,,97.91667,100,94.11765,94.28571,86.84211,,,97.95918,94.28571,94.28571,,,,,100,,100,,,
4,4.c,4.c.1,SE_TRA_GRDL,"Proportion of teachers with the minimum required qualifications, by education level and sex (%)",136,Cayman Islands,SECOND,G,BOTHSEX,PERCENT,100,100,,,99.58159,99.63636,99.68354,,98.33795,,,99.72452,99.04153,,,,,,100,,99.97102,,,
