Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,ISO3
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",108,Burundi,G,BOTHSEX,PERCENT,,,,,,,,,,26.04108,19.37421,,,,,35.59935,,41.89769,44.55618,49.26337,,49.03402,,BDI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",108,Burundi,G,FEMALE,PERCENT,,,,,,,,,,26.10121,19.55241,,,,,36.07006,,42.17431,45.42622,50.08537,,49.65325,,BDI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",108,Burundi,G,MALE,PERCENT,,,,,,,,,,25.98133,19.19725,,,,,35.13318,,41.62422,43.69724,48.45306,,48.42484,,BDI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",132,Cabo Verde,G,BOTHSEX,PERCENT,,66.92598,75.12506,77.94425,80.23388,89.81775,83.74686,81.53166,81.62167,85.01368,79.80324,84.42907,82.04164,83.59277,82.36207,81.81818,86.31293,84.11691,80.71591,81.19899,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",132,Cabo Verde,G,FEMALE,PERCENT,,69.67916,75.7408,78.50278,82.29514,89.96174,84.68435,82.35405,80.86478,85.39454,80.13699,83.60023,82.13038,82.6248,83.23213,81.55206,86.99411,84.63938,80.89,81.54286,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",132,Cabo Verde,G,MALE,PERCENT,,64.23017,74.52015,77.39362,78.19444,89.67509,82.81857,80.71589,82.37173,84.63703,79.47319,85.25187,81.95402,84.54458,81.50922,82.07837,85.64859,83.60842,80.54671,80.86522,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",116,Cambodia,G,BOTHSEX,PERCENT,12.9151,,,15.82339,18.46392,20.41321,26.54902,26.33185,28.31368,,36.75099,,43.00224,,,41.88724,43.63738,46.04127,52.24135,,70.47224,,,KHM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",116,Cambodia,G,FEMALE,PERCENT,13.13117,,,16.17263,18.36743,21.21919,27.17513,26.78457,28.76782,,36.98945,,43.57398,,,43.11858,44.36849,46.46504,52.84036,,70.59233,,,KHM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",116,Cambodia,G,MALE,PERCENT,12.70547,,,15.48449,18.55733,19.63499,25.94558,25.89323,27.87061,,36.51616,,42.44558,,,40.72604,42.94816,45.64066,51.67142,,70.35636,,,KHM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",120,Cameroon,G,BOTHSEX,PERCENT,,,,,,,,,39.44077,41.09032,,40.02773,43.10418,,47.67645,50.57941,49.40204,44.95799,41.20722,43.89841,,,,CMR
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",120,Cameroon,G,FEMALE,PERCENT,,,,,,,,,,,,39.50991,42.44267,,47.17065,50.01422,49.14635,44.75223,41.0799,43.45679,,,,CMR
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",120,Cameroon,G,MALE,PERCENT,,,,,,,,,,,,40.53747,43.75508,,48.1737,51.13486,49.65326,45.16007,41.33223,44.33188,,,,CMR
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",124,Canada,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,98.25467,,,,CAN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",124,Canada,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,98.18786,,,,CAN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",124,Canada,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,98.31848,,,,CAN
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",136,Cayman Islands,G,BOTHSEX,PERCENT,94.69579,82.74809,88.13559,,90.76175,97.08738,95.24131,75.74405,,,,,87.90932,92.83066,98.06811,98.90909,,98.64375,98.25552,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",136,Cayman Islands,G,FEMALE,PERCENT,95.5836,95.07692,85.09317,,85.62092,94.11765,100,87.6506,,,,,85.42199,92.71357,100,97.04433,,100,96.45334,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",136,Cayman Islands,G,MALE,PERCENT,93.82716,70.60606,91.1315,,95.81994,100,90.58417,64.11765,,,,,90.32258,92.94404,100,100,,100,100,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",140,Central African Republic,G,BOTHSEX,PERCENT,,,,,,,,,4.51795,4.96109,,6.18135,,,,,,,,,,,,CAF
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",140,Central African Republic,G,FEMALE,PERCENT,,,,,,,,,4.53648,4.95698,,6.28994,,,,,,,,,,,,CAF
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",140,Central African Republic,G,MALE,PERCENT,,,,,,,,,4.49965,4.96515,,6.07395,,,,,,,,,,,,CAF
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",62,Central and Southern Asia,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,85.59167,84.96103,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",62,Central and Southern Asia,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,85.38687,84.69219,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",62,Central and Southern Asia,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,85.78087,85.21028,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",143,Central Asia,G,BOTHSEX,PERCENT,48.51208,47.17776,46.03033,46.05411,45.12003,45.50064,45.20165,46.14313,47.03228,46.93818,47.1083,47.87098,48.99912,49.75545,48.82532,48.95637,48.51055,54.4487,54.22846,57.86306,61.96216,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",143,Central Asia,G,FEMALE,PERCENT,,,46.64716,46.75653,45.75161,46.00629,45.69223,46.90224,47.56739,47.61152,47.67864,48.33119,49.5319,50.26982,49.3154,50.48126,49.4936,55.00699,54.7236,57.95983,61.53952,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",143,Central Asia,G,MALE,PERCENT,,,45.44505,45.38737,44.52099,45.02109,44.7313,45.42097,46.52429,46.29974,46.56727,47.43574,48.49508,49.26955,48.36479,47.51417,47.58287,53.92469,53.76698,57.78181,62.36458,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",148,Chad,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,8.53829,10.01568,6.87674,12.79148,13.90552,,,,TCD
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",148,Chad,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,7.8895,9.53648,6.25511,11.8864,12.83883,,,,TCD
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",148,Chad,G,MALE,PERCENT,,,,,,,,,,,,,,,,9.18259,10.49166,7.49372,13.68922,14.96308,,,,TCD
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",152,Chile,G,BOTHSEX,PERCENT,,,,,,,,87.81236,84.99087,85.60951,88.98821,89.01366,91.76613,93.125,95.6524,95.10332,95.52292,93.59669,91.88836,95.27257,,,,CHL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",152,Chile,G,FEMALE,PERCENT,,,,,,,,87.17195,85.28352,85.64061,88.72692,88.44135,91.51483,92.76372,95.55144,94.99885,95.15824,93.37323,91.84821,94.74791,,,,CHL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",152,Chile,G,MALE,PERCENT,,,,,,,,88.42955,84.70885,85.57954,89.24001,89.56532,92.00842,93.47339,95.74977,95.20405,95.8747,93.81229,91.9271,95.77889,,,,CHL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",344,"China, Hong Kong Special Administrative Region",G,BOTHSEX,PERCENT,,,,,,,,,,,,,98.17048,97.01956,96.61098,95.05881,96.2034,96.67139,96.89781,97.43487,97.03906,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",344,"China, Hong Kong Special Administrative Region",G,FEMALE,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",344,"China, Hong Kong Special Administrative Region",G,MALE,PERCENT,,,,,,,,,,,,,96.54694,94.4086,93.68162,90.83089,92.96718,93.82449,94.22448,95.20195,94.43563,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",446,"China, Macao Special Administrative Region",G,BOTHSEX,PERCENT,91.31554,89.47634,89.51049,87.58858,85.76403,87.37142,88.3683,82.07618,83.40358,82.50137,85.16039,90.70601,94.21423,97.46956,93.69603,88.70778,89.41306,91.59564,97.86916,88.7574,94.88554,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",446,"China, Macao Special Administrative Region",G,FEMALE,PERCENT,90.58116,89.78514,88.81825,85.29295,84.92976,89.61749,87.14077,84.09326,85.63626,81.22518,84.8415,91.90422,93.20755,98.76421,91.94991,88.69459,88.77551,92.25897,95.60672,87.0625,94.307,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",446,"China, Macao Special Administrative Region",G,MALE,PERCENT,91.99752,89.19355,90.14812,89.71239,86.5377,85.29288,89.49486,80.21083,81.32316,83.69623,85.45946,89.58333,95.15641,96.26039,95.32554,88.72009,90.01063,90.97222,100,90.35683,95.43276,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",170,Colombia,G,BOTHSEX,PERCENT,76.01089,76.59248,78.01288,,85.07399,88.45746,87.65419,87.09742,84.29889,82.7806,83.1246,84.2344,86.72774,88.56458,89.18644,,,89.41556,99.22811,99.43545,99.30518,,,COL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",170,Colombia,G,FEMALE,PERCENT,,,,,86.02357,89.14986,88.57578,87.81768,84.83939,83.02413,83.41026,84.33215,87.37512,88.99212,89.7505,,,90.33914,100,100,100,,,COL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",170,Colombia,G,MALE,PERCENT,,,,,84.1641,87.79393,86.77113,86.40756,83.78149,82.54758,82.85132,84.14088,86.10836,88.15547,88.64673,,,88.53256,98.49058,98.89626,98.6416,,,COL
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",174,Comoros,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,46.46172,39.42026,29.90073,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",174,Comoros,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,38.30002,30.42697,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",174,Comoros,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,40.5004,29.39341,,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",178,Congo,G,BOTHSEX,PERCENT,,,,,,16.74149,16.30759,,,,28.74679,,22.32111,,,,,,29.45701,,,,,COG
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",178,Congo,G,FEMALE,PERCENT,,,,,,18.4059,16.21304,,,,29.361,,23.53743,,,,,,30.38915,,,,,COG
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",178,Congo,G,MALE,PERCENT,,,,,,15.0979,16.40095,,,,28.14133,,21.12313,,,,,,28.54172,,,,,COG
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",184,Cook Islands,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,97.44991,94.07116,94.65278,97.84747,97.61839,99.73631,98.42912,92.7315,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",184,Cook Islands,G,FEMALE,PERCENT,,,,,,,,,,,,,,100,100,100,100,95.13093,100,100,100,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",184,Cook Islands,G,MALE,PERCENT,,,,,,,,,,,,,,94.98208,88.41717,89.52381,95.79958,100,99.48768,96.93851,85.89372,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",188,Costa Rica,G,BOTHSEX,PERCENT,,,,,,,,,,,,94.15214,93.05853,94.29524,95.29281,94.89958,89.83897,88.21341,96.79858,95.72428,98.49957,,,CRI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",188,Costa Rica,G,FEMALE,PERCENT,,,,,,,,,,,,94.77059,93.73121,94.3075,95.53095,94.61383,89.17708,88.07492,97.5446,95.66908,98.53818,,,CRI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",188,Costa Rica,G,MALE,PERCENT,,,,,,,,,,,,93.56164,92.41635,94.28354,95.0655,95.17234,90.47071,88.34559,96.08662,95.77695,98.46272,,,CRI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",384,Côte d'Ivoire,G,BOTHSEX,PERCENT,43.3953,42.26148,42.14193,31.0126,,,,,,14.9149,,16.25414,17.02161,19.60719,18.91281,16.97212,21.44871,22.23398,16.04011,21.82122,24.67503,22.52548,,CIV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",384,Côte d'Ivoire,G,FEMALE,PERCENT,38.98057,38.2531,37.55157,28.13133,,,,,,14.66206,,15.62964,16.49622,19.52088,17.25172,17.09105,21.50327,22.4401,15.56296,21.88215,27.54642,26.07116,,CIV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",384,Côte d'Ivoire,G,MALE,PERCENT,47.78828,46.25439,46.71496,33.88474,,,,,,15.16673,,16.87545,17.5437,19.69287,20.5603,16.85422,21.39464,22.02988,16.51238,21.76092,21.83351,19.01606,,CIV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",191,Croatia,G,BOTHSEX,PERCENT,,98.60029,99.49066,,,83.52487,83.13593,82.87441,83.05155,84.16768,89.70162,93.85048,99.11714,96.49753,96.53476,97.59646,97.43228,99.12945,94.94581,95.91191,,,,HRV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",191,Croatia,G,FEMALE,PERCENT,,99.52419,98.95491,,,84.06828,83.35871,82.32783,82.18071,83.48784,90.9593,93.67445,99.15123,95.30095,95.75406,95.06462,94.74159,98.21131,95.23007,95.33884,,,,HRV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",191,Croatia,G,MALE,PERCENT,,97.72223,100,,,83.00885,82.92448,83.39262,83.87632,84.81092,88.51256,94.01685,99.0849,97.63054,97.27508,100,99.98647,100,94.67717,96.45116,,,,HRV
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",192,Cuba,G,BOTHSEX,PERCENT,97.50392,99.06027,95.52989,99.41381,99.76224,98.24089,95.76735,95.5852,98.90716,99.63699,97.34826,94.14119,,,98.87831,99.8342,99.90246,99.76957,99.93591,97.7272,95.52741,,,CUB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",192,Cuba,G,FEMALE,PERCENT,97.89142,98.47547,94.65243,98.79573,99.51219,98.47649,94.84008,94.96235,98.72541,99.25351,96.87415,93.79927,,,99.48195,100,100,100,100,97.5709,97.11722,,,CUB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",192,Cuba,G,MALE,PERCENT,97.13675,99.61404,96.36077,100,100,98.01628,96.65288,96.17905,99.07988,100,97.79565,94.46387,,,98.30806,99.67748,99.81025,99.55163,99.87526,97.87517,94.02193,,,CUB
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",531,Curaçao,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,,,,90.52018,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",531,Curaçao,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,,,,93.11377,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",531,Curaçao,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,,,,88.05687,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",196,Cyprus,G,BOTHSEX,PERCENT,73.2214,82.04187,77.74566,77.81516,79.88808,87.96545,98.71345,95.12657,99.88645,98.2287,97.87161,97.26354,95.23101,97.18753,92.30849,94.59184,93.68074,95.60667,98.30408,98.38385,,,,CYP
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",196,Cyprus,G,FEMALE,PERCENT,73.87755,82.00785,76.82553,77.71659,80.99342,86.53396,97.33914,94.04705,100,97.8476,98.09214,97.00139,93.96494,97.4278,92.09016,94.40748,93.09853,95.51201,97.65142,96.75595,,,,CYP
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",196,Cyprus,G,MALE,PERCENT,72.59589,82.07331,78.62002,77.91232,78.85228,89.38795,100,96.17537,99.7823,98.59056,97.66043,97.51387,96.39364,96.96462,92.51673,94.76954,94.24094,95.69827,98.90993,100,,,,CYP
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",203,Czechia,G,BOTHSEX,PERCENT,89.8111,83.16837,84.90405,90.44976,97.03187,99.83497,97.44688,97.74161,98.42123,95.16379,92.33114,92.21793,91.48517,94.57624,95.39265,93.72267,91.85909,89.37476,90.04182,92.60077,,,,CZE
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",203,Czechia,G,FEMALE,PERCENT,89.84336,83.09992,84.91182,90.42885,96.20929,99.66071,94.74821,95.35651,96.75441,94.90414,92.15296,92.07452,91.15082,94.52535,95.46909,93.71809,91.68716,89.11488,89.98137,92.48782,,,,CZE
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",203,Czechia,G,MALE,PERCENT,89.78053,83.23324,84.8967,90.46958,97.81129,100,100,100,100,95.4098,92.50005,92.35406,91.80227,94.62448,95.32018,93.727,92.02206,89.621,90.09906,92.70768,,,,CZE
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",208,Denmark,G,BOTHSEX,PERCENT,97.0303,99.52218,96.69855,,99.23361,95.44106,95.11749,96.07122,94.2229,93.52817,99.10042,99.43202,99.73095,99.19771,97.55741,96.07775,97.75075,93.73047,98.03295,96.54419,,,,DNK
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",208,Denmark,G,FEMALE,PERCENT,100,99.64125,96.38802,,100,100,100,100,99.80207,98.46599,98.96234,99.80139,99.4496,99.32111,100,97.79667,98.39659,94.89426,97.80918,97.1018,,,,DNK
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",208,Denmark,G,MALE,PERCENT,94.20971,99.40888,96.99418,,98.50503,91.11039,90.47732,92.33193,88.90004,88.80422,99.23282,99.07771,100,99.0803,95.24738,94.46018,97.1442,92.6365,98.24402,96.01571,,,,DNK
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",262,Djibouti,G,BOTHSEX,PERCENT,2.59424,3.15948,2.35578,,3.73299,,3.55686,5.18911,6.15495,6.04324,,7.53577,,,,,11.4159,7.47061,9.49454,12.10671,13.42979,14.86607,,DJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",262,Djibouti,G,FEMALE,PERCENT,2.38345,2.65477,2.1069,,3.62903,,3.55739,4.91497,5.77501,5.86988,,8.5354,,,,,12.40029,7.90112,9.65735,11.87087,12.32687,13.46887,,DJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",262,Djibouti,G,MALE,PERCENT,2.79935,3.65143,2.59925,,3.83545,,3.55634,5.44866,6.50152,6.19504,,6.72194,,,,,10.58234,7.09039,9.34333,12.33662,14.54418,16.29511,,DJI
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",212,Dominica,G,BOTHSEX,PERCENT,,96.20746,,,,,,,,,85.89882,,,,,77.00893,,,,86.15023,96.19406,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",212,Dominica,G,FEMALE,PERCENT,,100,,,,,,,,,95.79646,,,,,76.87075,,,,93.31742,100,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",212,Dominica,G,MALE,PERCENT,,92.64759,,,,,,,,,76.51992,,,,,77.14286,,,,79.21478,92.52747,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",214,Dominican Republic,G,BOTHSEX,PERCENT,66.35652,,61.50284,63.37134,65.24186,69.90284,69.03636,69.25222,70.9134,78.55721,76.24124,74.90149,72.02306,77.64244,80.56152,85.96365,85.03672,87.39506,87.59507,93.44336,98.57603,,,DOM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",214,Dominican Republic,G,FEMALE,PERCENT,67.65677,,61.02485,63.84837,64.41277,70.602,70.15841,70.31585,71.5613,74.79374,75.67151,75.2348,73.26329,78.82549,82.18983,87.50238,86.28898,88.2785,87.97991,93.76202,98.77417,,,DOM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",214,Dominican Republic,G,MALE,PERCENT,65.10573,,61.96304,62.91191,66.04062,69.22858,67.95468,68.23085,70.29033,82.18098,76.79191,74.57713,70.83246,76.50928,79.00857,84.48718,83.83183,86.54277,87.22218,93.13384,98.38521,,,DOM
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",753,Eastern and South-Eastern Asia,G,BOTHSEX,PERCENT,,,,,,67.68177,68.69353,70.47927,71.48437,72.73474,73.28779,76.39054,78.91758,80.57398,82.01679,82.81815,82.35821,82.10856,83.29945,84.02013,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",753,Eastern and South-Eastern Asia,G,FEMALE,PERCENT,,,,,,,,,,,,,,81.23318,82.30691,83.85695,83.70977,83.29773,84.44471,85.25126,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",753,Eastern and South-Eastern Asia,G,MALE,PERCENT,,,,,,,,,,,,,,79.93015,81.71936,81.84084,81.10807,81.01026,82.24846,82.87995,,,,
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218,Ecuador,G,BOTHSEX,PERCENT,68.35663,71.79897,73.40985,73.85651,,76.18251,84.88894,93.62048,,96.75734,95.87142,98.76317,98.30503,98.47713,98.80087,98.21616,97.82991,97.66205,94.58671,89.47801,83.71151,,,ECU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218,Ecuador,G,FEMALE,PERCENT,69.56234,73.17948,74.90154,75.10982,,77.18137,85.92973,94.67179,,98.24178,96.83834,100,100,100,100,100,100,100,97.15254,92.08005,85.16223,,,ECU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",218,Ecuador,G,MALE,PERCENT,67.19863,70.47379,71.97898,72.65534,,75.22657,83.89299,92.61451,,95.33588,94.9452,97.57843,96.68181,97.01925,97.65338,96.50954,95.75347,95.4251,92.13166,86.98814,82.32325,,,ECU
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",818,Egypt,G,BOTHSEX,PERCENT,15.2353,14.68903,14.75845,15.435,,17.85939,18.05185,18.52553,,23.2246,,30.7836,36.25941,,40.59726,,39.69705,38.05007,37.08449,36.72001,,,,EGY
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",818,Egypt,G,FEMALE,PERCENT,14.74792,14.14228,14.3915,15.04912,,,,,,,,,35.95282,,40.25732,,39.50708,37.85874,37.00671,36.78318,,,,EGY
4,4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",818,Egypt,G,MALE,PERCENT,15.69756,15.20743,15.10644,15.80087,,,,,,,,,36.54759,,40.9171,,39.87586,38.23012,37.15764,36.66062,,,,EGY
