Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Location,Reporting Type,Sex,Type of skill,Units,2013,2014,2015,2016,2017,2018,2019,2020,ISO3
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,SOFT,PERCENT,,,,,0.64066,0.65353,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,TRAF,PERCENT,,,,,20.9073,21.05816,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,ARSP,PERCENT,,,,,9.26469,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,CMFL,PERCENT,,,,,28.58248,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,COPA,PERCENT,,,,,27.63007,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,EMAIL,PERCENT,,,,,38.63556,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,EPRS,PERCENT,,,,,2.58721,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,INST,PERCENT,,,,,1.58191,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,PCPR,PERCENT,,,,,0.1503,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,SOFT,PERCENT,,,,,0.65543,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,TRAF,PERCENT,,,,,21.23976,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,ARSP,PERCENT,,,,,8.9388,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,CMFL,PERCENT,,,,,27.71754,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,COPA,PERCENT,,,,,26.64918,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,EMAIL,PERCENT,,,,,37.55749,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,EPRS,PERCENT,,,,,2.50323,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,INST,PERCENT,,,,,1.51923,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,PCPR,PERCENT,,,,,0.14291,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,SOFT,PERCENT,,,,,0.62535,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,TRAF,PERCENT,,,,,20.56287,,,,KHM
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,ARSP,PERCENT,,,,,43.00583,,,,CHL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,EPRS,PERCENT,,,,,42.87382,,,,CHL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,PCPR,PERCENT,,,,,11.55618,,,,CHL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,SOFT,PERCENT,,,,,25.49003,,,,CHL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,TRAF,PERCENT,,,,,52.44538,,,,CHL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,ARSP,PERCENT,,,,,,33.01083,36.49359,35.22352,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,CMFL,PERCENT,,,,,,50.7519,52.96389,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,COPA,PERCENT,,,,,,52.71008,53.69318,56.27833,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,EMAIL,PERCENT,,,,,,55.87685,57.22625,56.6994,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,EPRS,PERCENT,,,,,,20.438,28.0991,22.89429,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,INST,PERCENT,,,,,,26.35426,28.28755,26.19212,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,PCPR,PERCENT,,,,,,2.66603,1.31916,3.78805,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,SOFT,PERCENT,,,,,,29.98006,39.40921,32.56189,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,TRAF,PERCENT,,,,,,21.13194,43.07252,24.58162,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,ARSP,PERCENT,,,,,,31.58855,35.33832,33.94619,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,CMFL,PERCENT,,,,,,48.55386,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,COPA,PERCENT,,,,,,50.51637,51.85984,54.03899,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,EMAIL,PERCENT,,,,,,53.78821,55.2591,54.48841,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,EPRS,PERCENT,,,,,,19.01904,26.98436,21.59575,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,INST,PERCENT,,,,,,23.7738,25.29201,23.75824,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,PCPR,PERCENT,,,,,,1.82128,0.60295,3.14306,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,SOFT,PERCENT,,,,,,27.08094,36.89377,30.01809,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,TRAF,PERCENT,,,,,,19.34563,40.53479,22.51795,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,ARSP,PERCENT,,,,,,34.58458,37.77555,36.64427,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,CMFL,PERCENT,,,,,,53.18726,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,COPA,PERCENT,,,,,,55.13739,55.72435,58.76911,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,EMAIL,PERCENT,,,,,,58.19117,59.40914,59.15863,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,EPRS,PERCENT,,,,,,22.00482,29.33609,24.33538,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,INST,PERCENT,,,,,,29.20953,31.61161,28.89928,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,PCPR,PERCENT,,,,,,3.60073,2.11391,4.50547,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,SOFT,PERCENT,,,,,,33.18792,42.20053,35.39131,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,TRAF,PERCENT,,,,,,23.10848,45.88855,26.87701,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,ARSP,PERCENT,,,,,,34.92215,38.36429,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,CMFL,PERCENT,,,,,,43.66063,46.10582,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,COPA,PERCENT,,,,,,43.70829,45.91853,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,EMAIL,PERCENT,,,,,,41.92882,44.62307,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,EPRS,PERCENT,,,,,,34.41373,36.52255,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,INST,PERCENT,,,,,,28.61455,31.21586,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,PCPR,PERCENT,,,,,,7.07023,4.37022,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,SOFT,PERCENT,,,,,,42.10359,44.98205,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,TRAF,PERCENT,,,,,,38.03622,38.83253,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,ARSP,PERCENT,,,,,,34.52632,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,CMFL,PERCENT,,,,,,42.82707,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,COPA,PERCENT,,,,,,42.70677,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,EMAIL,PERCENT,,,,,,40.99248,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,EPRS,PERCENT,,,,,,33.89474,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,INST,PERCENT,,,,,,27.00752,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,PCPR,PERCENT,,,,,,6.13534,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,SOFT,PERCENT,,,,,,40.75188,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,TRAF,PERCENT,,,,,,36.96241,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,ARSP,PERCENT,,,,,,35.35354,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,CMFL,PERCENT,,,,,,44.57912,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,COPA,PERCENT,,,,,,44.81481,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,EMAIL,PERCENT,,,,,,42.96296,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,EPRS,PERCENT,,,,,,34.98316,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,INST,PERCENT,,,,,,30.40404,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,PCPR,PERCENT,,,,,,8.11448,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,SOFT,PERCENT,,,,,,43.60269,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,TRAF,PERCENT,,,,,,39.22559,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,ARSP,PERCENT,,,,26.92672,25.31392,24.65325,23.00526,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,CMFL,PERCENT,,,,39.87543,40.04392,37.48813,34.7257,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,COPA,PERCENT,,,,37.52622,38.34479,35.84996,33.31105,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,EMAIL,PERCENT,,,,37.27654,37.42593,34.57389,31.46295,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,EPRS,PERCENT,,,,28.80837,26.18344,25.60213,23.72984,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,INST,PERCENT,,,,30.23197,29.60082,27.53477,26.37367,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,PCPR,PERCENT,,,,,7.47071,6.01389,4.57819,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,SOFT,PERCENT,,,,,19.94807,17.46581,15.44251,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,BOTHSEX,TRAF,PERCENT,,,,32.33475,28.73773,26.71023,24.77573,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,ARSP,PERCENT,,,,27.02562,24.64448,24.5672,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,CMFL,PERCENT,,,,39.36763,39.26652,37.17732,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,COPA,PERCENT,,,,37.24694,37.52053,35.58763,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,EMAIL,PERCENT,,,,37.19049,36.99923,34.63382,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,EPRS,PERCENT,,,,29.18574,25.94979,25.61124,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,INST,PERCENT,,,,29.57388,28.35573,26.91736,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,PCPR,PERCENT,,,,,6.5808,5.05694,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,SOFT,PERCENT,,,,,18.26372,16.22775,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,FEMALE,TRAF,PERCENT,,,,31.93286,27.78667,26.28149,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,ARSP,PERCENT,,,,26.82469,26.00361,24.742,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,CMFL,PERCENT,,,,40.39934,40.84485,37.80865,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,COPA,PERCENT,,,,37.81436,39.194,36.12049,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,EMAIL,PERCENT,,,,37.36532,37.86555,34.51208,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,EPRS,PERCENT,,,,28.41903,26.42415,25.59273,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,INST,PERCENT,,,,30.91095,30.88359,28.1715,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,PCPR,PERCENT,,,,,8.38754,7.00078,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,SOFT,PERCENT,,,,,21.68339,18.7426,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",170,Colombia,,,G,MALE,TRAF,PERCENT,,,,32.74939,29.71758,27.1524,,,COL
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,ARSP,PERCENT,,,2.03,2.36056,2.67491,3.07082,3.26214,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,CMFL,PERCENT,,,11.2264,14.90925,18.41152,18.61332,18.69347,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,COPA,PERCENT,,,10.44526,10.54333,10.63659,10.73357,11.85823,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,EMAIL,PERCENT,,,9.72632,14.19047,18.43574,19.22906,19.92443,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,EPRS,PERCENT,,,1.65,1.90687,2.15115,1.79156,1.50722,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,INST,PERCENT,,,5.025,5.86099,6.656,5.44377,4.49276,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,PCPR,PERCENT,,,,,0.59912,0.64074,0.66286,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,SOFT,PERCENT,,,8.29537,8.43613,8.56998,7.44264,6.52793,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,BOTHSEX,TRAF,PERCENT,,,,,8.04886,6.45618,5.21556,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,ARSP,PERCENT,,,,,,,2.00515,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,COPA,PERCENT,,,,,,,8.80417,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,EMAIL,PERCENT,,,,,,,17.3416,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,EPRS,PERCENT,,,,,,,0.54483,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,INST,PERCENT,,,,,,,3.39611,,CIV
