Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Reporting Type,Sex,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,ISO3
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",360,Indonesia,G,MALE,PERCENT,,,,,,,,1.39819,0.78547,0.72181,0.84015,1.30341,0.88554,0.84799,0.84463,,,,,IDN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",368,Iraq,G,BOTHSEX,PERCENT,,,,,,,,0.70154,,,,,1.27204,,,,,,,IRQ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",368,Iraq,G,FEMALE,PERCENT,,,,,,,,0.44421,,,,,0.82303,,,,,,,IRQ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",368,Iraq,G,MALE,PERCENT,,,,,,,,0.96685,,,,,1.73166,,,,,,,IRQ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",372,Ireland,G,BOTHSEX,PERCENT,,,,,,,,,,,,24.4,,,,,,,,IRL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",372,Ireland,G,FEMALE,PERCENT,,,,,,,,,,,,24.4,,,,,,,,IRL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",372,Ireland,G,MALE,PERCENT,,,,,,,,,,,,24.5,,,,,,,,IRL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",376,Israel,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,52.54323,,,,ISR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",376,Israel,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,52.16544,,,,ISR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",376,Israel,G,MALE,PERCENT,,,,,,,,,,,,,,,,52.94086,,,,ISR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",380,Italy,G,BOTHSEX,PERCENT,,,,,,,,22.2,,,,35.6,,,,,41.5,,,ITA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",380,Italy,G,FEMALE,PERCENT,,,,,,,,22.2,,,,34,,,,,39.1,,,ITA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",380,Italy,G,MALE,PERCENT,,,,,,,,22.2,,,,37.3,,,,,44,,,ITA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",392,Japan,G,BOTHSEX,PERCENT,,,,,,,,,,,,,41.75506,,,,,,,JPN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",392,Japan,G,FEMALE,PERCENT,,,,,,,,,,,,,35.43983,,,,,,,JPN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",392,Japan,G,MALE,PERCENT,,,,,,,,,,,,,48.12037,,,,,,,JPN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",398,Kazakhstan,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,16.94607,,KAZ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",398,Kazakhstan,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,19.32091,,KAZ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",398,Kazakhstan,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,14.34515,,KAZ
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",418,Lao People's Democratic Republic,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,0.69696,,LAO
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",418,Lao People's Democratic Republic,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,0.6766,,LAO
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",418,Lao People's Democratic Republic,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,0.71806,,LAO
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",428,Latvia,G,BOTHSEX,PERCENT,,,,,,,,32.7,,,,32.3,,,,,47.5,,,LVA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",428,Latvia,G,FEMALE,PERCENT,,,,,,,,39,,,,37.3,,,,,51.9,,,LVA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",428,Latvia,G,MALE,PERCENT,,,,,,,,25.9,,,,26.9,,,,,42.7,,,LVA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",440,Lithuania,G,BOTHSEX,PERCENT,,,,,,,,33.9,,,,28.5,,,,,27.9,,,LTU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",440,Lithuania,G,FEMALE,PERCENT,,,,,,,,38.7,,,,33.1,,,,,31.9,,,LTU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",440,Lithuania,G,MALE,PERCENT,,,,,,,,28.7,,,,23.4,,,,,23.5,,,LTU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",442,Luxembourg,G,BOTHSEX,PERCENT,,,,,,,,,,,,70.1,,,,,48.1,,,LUX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",442,Luxembourg,G,FEMALE,PERCENT,,,,,,,,,,,,68.5,,,,,48.1,,,LUX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",442,Luxembourg,G,MALE,PERCENT,,,,,,,,,,,,71.6,,,,,48.1,,,LUX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",454,Malawi,G,BOTHSEX,PERCENT,,,,,,,,,,,,0.94588,,0.39609,,,,0.81752,,MWI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",454,Malawi,G,FEMALE,PERCENT,,,,,,,,,,,,,,0.51109,,,,,,MWI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",454,Malawi,G,MALE,PERCENT,,,,,,,,,,,,1.1649,,0.26274,,,,1.09142,,MWI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",462,Maldives,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,8.62558,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",462,Maldives,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,10.03702,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",462,Maldives,G,MALE,PERCENT,,,,,,,,,,,,,,,,,6.92919,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",466,Mali,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,1.30514,1.27257,0.80787,,,MLI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",466,Mali,G,FEMALE,PERCENT,,,,,,,,,,,,,,,0.86113,0.92943,0.50672,,,MLI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",466,Mali,G,MALE,PERCENT,,,,,,,,,,,,,,,1.8013,1.67747,1.1585,,,MLI
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",470,Malta,G,BOTHSEX,PERCENT,,,,,,,,33.7,,,,35.9,,,,,36.3,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",470,Malta,G,FEMALE,PERCENT,,,,,,,,32.8,,,,34.1,,,,,35.7,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",470,Malta,G,MALE,PERCENT,,,,,,,,34.6,,,,37.7,,,,,36.7,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",478,Mauritania,G,BOTHSEX,PERCENT,,,,,,,,,,,,,4.32615,,,,,,,MRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",478,Mauritania,G,FEMALE,PERCENT,,,,,,,,,,,,,3.70816,,,,,,,MRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",478,Mauritania,G,MALE,PERCENT,,,,,,,,,,,,,5.11516,,,,,,,MRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",480,Mauritius,G,BOTHSEX,PERCENT,,,1.2728,1.26945,2.06552,,,,,2.03068,2.07746,1.76336,2.17412,2.39081,2.41867,2.25266,1.90442,1.67614,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",480,Mauritius,G,FEMALE,PERCENT,,,1.01875,1.2189,1.87993,,,,,1.70474,1.84847,1.44986,1.90379,2.39188,2.31861,2.23496,1.63492,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",480,Mauritius,G,MALE,PERCENT,,,1.52882,,2.25342,,,,,2.36357,2.29228,2.05453,2.44755,2.3812,2.49428,2.25961,2.12046,1.72583,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",484,Mexico,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,30.42356,,MEX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",484,Mexico,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,28.03967,,MEX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",484,Mexico,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,33.06445,,MEX
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",496,Mongolia,G,BOTHSEX,PERCENT,,,,,,,,,1.12049,,1.29321,1.21232,1.23722,,,,,0.63171,,MNG
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",496,Mongolia,G,FEMALE,PERCENT,,,,,,,,,1.18343,,1.37032,1.22884,,,,,,,,MNG
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",496,Mongolia,G,MALE,PERCENT,,,,,,,,,1.04973,,1.16046,1.13499,0.88404,,,,,0.4336,,MNG
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",104,Myanmar,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,2.13075,,0.35023,,MMR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",104,Myanmar,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,2.13671,,0.31794,,MMR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",104,Myanmar,G,MALE,PERCENT,,,,,,,,,,,,,,,,2.12377,,0.38865,,MMR
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",516,Namibia,G,BOTHSEX,PERCENT,,,,,,,,,,,,,2.28915,2.7754,2.01373,,3.28426,,7.15517,NAM
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",516,Namibia,G,FEMALE,PERCENT,,,,,,,,,,,,,2.20116,2.90218,2.01837,,3.57196,,7.25256,NAM
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",516,Namibia,G,MALE,PERCENT,,,,,,,,,,,,,2.36543,2.62879,1.97279,,2.95443,,7.04728,NAM
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",524,Nepal,G,BOTHSEX,PERCENT,,,,,,,,,1.96906,,,,,,,,,,,NPL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",524,Nepal,G,FEMALE,PERCENT,,,,,,,,,0.97812,,,,,,,,,,,NPL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",524,Nepal,G,MALE,PERCENT,,,,,,,,,3.12772,,,,,,,,,,,NPL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",528,Netherlands,G,BOTHSEX,PERCENT,,,,,,,,44.6,,,,59.3,,,,,64.1,,,NLD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",528,Netherlands,G,FEMALE,PERCENT,,,,,,,,41.6,,,,55.8,,,,,63.5,,,NLD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",528,Netherlands,G,MALE,PERCENT,,,,,,,,47.5,,,,62.8,,,,,64.7,,,NLD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",554,New Zealand,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,67.22365,,,,NZL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",554,New Zealand,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,66.8339,,,,NZL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",554,New Zealand,G,MALE,PERCENT,,,,,,,,,,,,,,,,67.6534,,,,NZL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",558,Nicaragua,G,BOTHSEX,PERCENT,,,,,,,,,,,,,4.61703,,3.57562,,,,,NIC
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",558,Nicaragua,G,FEMALE,PERCENT,,,,,,,,,,,,,5.02601,,3.73862,,,,,NIC
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",558,Nicaragua,G,MALE,PERCENT,,,,,,,,,,,,,4.15193,,3.28349,,,,,NIC
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",807,North Macedonia,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,12.7,,,MKD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",807,North Macedonia,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,11.9,,,MKD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",807,North Macedonia,G,MALE,PERCENT,,,,,,,,,,,,,,,,,13.5,,,MKD
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",578,Norway,G,BOTHSEX,PERCENT,,,,,,,,54.6,,,,60,63.3277,,,,60,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",578,Norway,G,FEMALE,PERCENT,,,,,,,,55.9,,,,60.9,64.75374,,,,60.4,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",578,Norway,G,MALE,PERCENT,,,,,,,,53.3,,,,59.2,61.9648,,,,59.6,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",585,Palau,G,BOTHSEX,PERCENT,2.05745,,,,,,,,,,,,,,,,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",585,Palau,G,FEMALE,PERCENT,2.43576,,,,,,,,,,,,,,,,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",585,Palau,G,MALE,PERCENT,1.49373,,,,,,,,,,,,,,,,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",591,Panama,G,BOTHSEX,PERCENT,,,,,,,,,,,4.19765,4.29999,4.24457,,,,,3.87658,,PAN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",591,Panama,G,FEMALE,PERCENT,,,,,,,,,,,4.9303,5.0802,4.91085,,,,,4.51449,,PAN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",591,Panama,G,MALE,PERCENT,,,,,,,,,,,3.42685,3.45244,3.50586,,,,,3.1529,,PAN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",598,Papua New Guinea,G,BOTHSEX,PERCENT,,,,,,,,,,,0.88273,,,,,,,,,PNG
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",598,Papua New Guinea,G,MALE,PERCENT,,,,,,,,,,,1.36226,,,,,,,,,PNG
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",600,Paraguay,G,BOTHSEX,PERCENT,,,,23.86705,24.06088,25.48202,28.19008,28.30778,7.48373,,76.18967,,73.79626,,,,,,,PRY
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",600,Paraguay,G,FEMALE,PERCENT,,,,23.75552,24.22046,26.38006,28.14409,27.84599,8.52745,,75.44522,,73.07029,,,,,,,PRY
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",600,Paraguay,G,MALE,PERCENT,,,,23.98124,23.90136,24.5806,28.23784,28.78932,6.4395,,,,,,,,,,,PRY
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",604,Peru,G,BOTHSEX,PERCENT,,,,,,2.17809,2.46948,2.97281,2.82647,3.07247,3.12385,3.39904,3.23447,3.1761,3.149,2.98766,2.91773,34.46066,,PER
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",604,Peru,G,FEMALE,PERCENT,,,,,,2.07287,2.28139,2.77806,2.6423,2.88288,2.77299,2.88992,2.63287,2.82461,2.875,2.8323,2.60801,27.95681,,PER
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",604,Peru,G,MALE,PERCENT,,,,,,2.29119,2.66077,3.15189,3.02733,3.28047,3.50816,3.95761,3.87659,3.56058,3.45429,3.16137,3.25768,41.00502,,PER
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",616,Poland,G,BOTHSEX,PERCENT,,,,,,,,21.8,,,,24.2,,,,,25.5,,,POL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",616,Poland,G,FEMALE,PERCENT,,,,,,,,22.4,,,,25.2,,,,,25.7,,,POL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",616,Poland,G,MALE,PERCENT,,,,,,,,21.3,,,,23.2,,,,,25.2,,,POL
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",620,Portugal,G,BOTHSEX,PERCENT,,,,,,,,26.4,,,,44.4,,,,,46.1,,,PRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",620,Portugal,G,FEMALE,PERCENT,,,,,,,,25.9,,,,45.2,,,,,44.7,,,PRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",620,Portugal,G,MALE,PERCENT,,,,,,,,27,,,,43.5,,,,,47.6,,,PRT
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",642,Romania,G,BOTHSEX,PERCENT,,,,,,,,7.4,,,,8,,,,,7,,,ROU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",642,Romania,G,FEMALE,PERCENT,,,,,,,,7.9,,,,8,,,,,7.5,,,ROU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",642,Romania,G,MALE,PERCENT,,,,,,,,6.9,,,,8,,,,,6.4,,,ROU
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",643,Russian Federation,G,BOTHSEX,PERCENT,,,,,,,,,,,,,19.37653,,,,,,,RUS
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",643,Russian Federation,G,FEMALE,PERCENT,,,,,,,,,,,,,22.40027,,,,,,,RUS
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",643,Russian Federation,G,MALE,PERCENT,,,,,,,,,,,,,15.97133,,,,,,,RUS
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",646,Rwanda,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,,,2.51045,,RWA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",646,Rwanda,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,,,1.72,,RWA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",646,Rwanda,G,MALE,PERCENT,,,,,,,,,,,,,,,,,,3.39182,,RWA
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",882,Samoa,G,BOTHSEX,PERCENT,,,,,,,,,,,,,0.74902,,,,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",882,Samoa,G,MALE,PERCENT,,,,,,,,,,,,,0.71715,,,,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",686,Senegal,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,5.5965,,,,SEN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",686,Senegal,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,4.13818,,,,SEN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",686,Senegal,G,MALE,PERCENT,,,,,,,,,,,,,,,,7.29815,,,,SEN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",688,Serbia,G,BOTHSEX,PERCENT,,,,,,,,,,,,16.5,,,,,19.8,,,SRB
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",688,Serbia,G,FEMALE,PERCENT,,,,,,,,,,,,16.1,,,,,21.4,,,SRB
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",688,Serbia,G,MALE,PERCENT,,,,,,,,,,,,16.8,,,,,18,,,SRB
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",694,Sierra Leone,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,3.12046,,,,,SLE
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",694,Sierra Leone,G,FEMALE,PERCENT,,,,,,,,,,,,,,,2.35092,,,,,SLE
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",702,Singapore,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,,,56.6159,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",702,Singapore,G,FEMALE,PERCENT,,,,,,,,,,,,,,,,52.92454,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",702,Singapore,G,MALE,PERCENT,,,,,,,,,,,,,,,,60.38041,,,,
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",703,Slovakia,G,BOTHSEX,PERCENT,,,,,,,,44,,,,41.6,,,,,46.1,,,SVK
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",703,Slovakia,G,FEMALE,PERCENT,,,,,,,,42.8,,,,41.9,,,,,45.3,,,SVK
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",703,Slovakia,G,MALE,PERCENT,,,,,,,,45.3,,,,41.4,,,,,46.8,,,SVK
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",705,Slovenia,G,BOTHSEX,PERCENT,,,,,,,,40.6,,,,36.2,,,,,46.1,,,SVN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",705,Slovenia,G,FEMALE,PERCENT,,,,,,,,43.1,,,,37.9,,,,,48.3,,,SVN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",705,Slovenia,G,MALE,PERCENT,,,,,,,,38.1,,,,34.5,,,,,44.1,,,SVN
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",90,Solomon Islands,G,BOTHSEX,PERCENT,,,,,,,,,,,,,,18.57161,,,,,,SLB
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",90,Solomon Islands,G,FEMALE,PERCENT,,,,,,,,,,,,,,16.63094,,,,,,SLB
4,4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",90,Solomon Islands,G,MALE,PERCENT,,,,,,,,,,,,,,20.33974,,,,,,SLB
