Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Location,Reporting Type,Sex,Type of skill,Units,2013,2014,2015,2016,2017,2018,2019,2020,ISO3,latest_value,latest_value_year
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,FEMALE,EPRS,PERCENT,,8.1937,,14.37326,15.34631,,15.13598,,BGR,15.13598,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,FEMALE,INST,PERCENT,,15.58219,,,,,,,BGR,15.58219,2014
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,FEMALE,PCPR,PERCENT,,3.36379,,0.52646,0.61099,,0.55389,,BGR,0.55389,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,FEMALE,TRAF,PERCENT,,29.97929,,35.72404,43.04265,,42.17887,,BGR,42.17887,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,ARSP,PERCENT,,26.90109,,,,,,,BGR,26.90109,2014
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,CMFL,PERCENT,,51.16298,,38.84055,45.1288,,,,BGR,45.1288,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,COPA,PERCENT,,45.99491,,,,,44.4628,,BGR,44.4628,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,EMAIL,PERCENT,41.86311,,,,,,,,BGR,41.86311,2013
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,EPRS,PERCENT,,10.0377,,13.53144,14.63802,,13.94456,,BGR,13.94456,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,INST,PERCENT,,24.82421,,,,,,,BGR,24.82421,2014
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,PCPR,PERCENT,,5.69872,,1.5681,1.86774,,1.64042,,BGR,1.64042,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",100,Bulgaria,,,G,MALE,TRAF,PERCENT,,35.47072,,36.90125,45.7941,,44.20599,,BGR,44.20599,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",108,Burundi,,,G,BOTHSEX,EMAIL,PERCENT,,0.01383,,,1.93125,,,,BDI,1.93125,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,ARSP,PERCENT,,,22.51156,,,,5.99986,,,5.99986,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,CMFL,PERCENT,,,41.50708,,,,,,,41.50708,2015
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,COPA,PERCENT,,,38.49359,,,,18.30591,,,18.30591,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,EMAIL,PERCENT,,,,,,,13.05068,,,13.05068,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,EPRS,PERCENT,,,19.58681,,,,8.87256,,,8.87256,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,INST,PERCENT,,,19.18349,,,,2.68783,,,2.68783,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,PCPR,PERCENT,,,5.27406,,,,,,,5.27406,2015
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,SOFT,PERCENT,,,,,,,4.59235,,,4.59235,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,BOTHSEX,TRAF,PERCENT,,,36.70232,,,,11.7676,,,11.7676,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,ARSP,PERCENT,,,,,,,4.32893,,,4.32893,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,COPA,PERCENT,,,,,,,17.14868,,,17.14868,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,EMAIL,PERCENT,,,,,,,12.00559,,,12.00559,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,EPRS,PERCENT,,,,,,,8.10291,,,8.10291,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,INST,PERCENT,,,,,,,1.99116,,,1.99116,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,SOFT,PERCENT,,,,,,,2.59831,,,2.59831,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,FEMALE,TRAF,PERCENT,,,,,,,10.19397,,,10.19397,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,ARSP,PERCENT,,,,,,,7.66975,,,7.66975,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,COPA,PERCENT,,,,,,,19.46242,,,19.46242,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,EMAIL,PERCENT,,,,,,,14.09513,,,14.09513,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,EPRS,PERCENT,,,,,,,9.64173,,,9.64173,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,INST,PERCENT,,,,,,,3.38407,,,3.38407,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,SOFT,PERCENT,,,,,,,6.58514,,,6.58514,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",132,Cabo Verde,,,G,MALE,TRAF,PERCENT,,,,,,,13.34024,,,13.34024,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,ARSP,PERCENT,,,,,9.10463,9,,,KHM,9,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,CMFL,PERCENT,,,,,28.15766,29.43586,,,KHM,29.43586,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,COPA,PERCENT,,,,,27.14831,28.38069,,,KHM,28.38069,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,EMAIL,PERCENT,,,,,38.10607,38,,,KHM,38,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,EPRS,PERCENT,,,,,2.54596,2.90458,,,KHM,2.90458,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,INST,PERCENT,,,,,1.55113,1.81536,,,KHM,1.81536,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,PCPR,PERCENT,,,,,0.14668,0.72328,,,KHM,0.72328,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,SOFT,PERCENT,,,,,0.64066,0.65353,,,KHM,0.65353,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,BOTHSEX,TRAF,PERCENT,,,,,20.9073,21.05816,,,KHM,21.05816,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,ARSP,PERCENT,,,,,9.26469,,,,KHM,9.26469,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,CMFL,PERCENT,,,,,28.58248,,,,KHM,28.58248,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,COPA,PERCENT,,,,,27.63007,,,,KHM,27.63007,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,EMAIL,PERCENT,,,,,38.63556,,,,KHM,38.63556,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,EPRS,PERCENT,,,,,2.58721,,,,KHM,2.58721,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,INST,PERCENT,,,,,1.58191,,,,KHM,1.58191,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,PCPR,PERCENT,,,,,0.1503,,,,KHM,0.1503,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,SOFT,PERCENT,,,,,0.65543,,,,KHM,0.65543,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,FEMALE,TRAF,PERCENT,,,,,21.23976,,,,KHM,21.23976,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,ARSP,PERCENT,,,,,8.9388,,,,KHM,8.9388,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,CMFL,PERCENT,,,,,27.71754,,,,KHM,27.71754,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,COPA,PERCENT,,,,,26.64918,,,,KHM,26.64918,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,EMAIL,PERCENT,,,,,37.55749,,,,KHM,37.55749,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,EPRS,PERCENT,,,,,2.50323,,,,KHM,2.50323,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,INST,PERCENT,,,,,1.51923,,,,KHM,1.51923,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,PCPR,PERCENT,,,,,0.14291,,,,KHM,0.14291,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,SOFT,PERCENT,,,,,0.62535,,,,KHM,0.62535,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",116,Cambodia,,,G,MALE,TRAF,PERCENT,,,,,20.56287,,,,KHM,20.56287,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,ARSP,PERCENT,,,,,43.00583,,,,CHL,43.00583,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,EPRS,PERCENT,,,,,42.87382,,,,CHL,42.87382,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,PCPR,PERCENT,,,,,11.55618,,,,CHL,11.55618,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,SOFT,PERCENT,,,,,25.49003,,,,CHL,25.49003,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",152,Chile,,,G,BOTHSEX,TRAF,PERCENT,,,,,52.44538,,,,CHL,52.44538,2017
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,ARSP,PERCENT,,,,,,33.01083,36.49359,35.22352,,35.22352,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,CMFL,PERCENT,,,,,,50.7519,52.96389,,,52.96389,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,COPA,PERCENT,,,,,,52.71008,53.69318,56.27833,,56.27833,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,EMAIL,PERCENT,,,,,,55.87685,57.22625,56.6994,,56.6994,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,EPRS,PERCENT,,,,,,20.438,28.0991,22.89429,,22.89429,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,INST,PERCENT,,,,,,26.35426,28.28755,26.19212,,26.19212,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,PCPR,PERCENT,,,,,,2.66603,1.31916,3.78805,,3.78805,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,SOFT,PERCENT,,,,,,29.98006,39.40921,32.56189,,32.56189,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,BOTHSEX,TRAF,PERCENT,,,,,,21.13194,43.07252,24.58162,,24.58162,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,ARSP,PERCENT,,,,,,31.58855,35.33832,33.94619,,33.94619,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,CMFL,PERCENT,,,,,,48.55386,,,,48.55386,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,COPA,PERCENT,,,,,,50.51637,51.85984,54.03899,,54.03899,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,EMAIL,PERCENT,,,,,,53.78821,55.2591,54.48841,,54.48841,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,EPRS,PERCENT,,,,,,19.01904,26.98436,21.59575,,21.59575,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,INST,PERCENT,,,,,,23.7738,25.29201,23.75824,,23.75824,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,PCPR,PERCENT,,,,,,1.82128,0.60295,3.14306,,3.14306,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,SOFT,PERCENT,,,,,,27.08094,36.89377,30.01809,,30.01809,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,FEMALE,TRAF,PERCENT,,,,,,19.34563,40.53479,22.51795,,22.51795,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,ARSP,PERCENT,,,,,,34.58458,37.77555,36.64427,,36.64427,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,CMFL,PERCENT,,,,,,53.18726,,,,53.18726,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,COPA,PERCENT,,,,,,55.13739,55.72435,58.76911,,58.76911,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,EMAIL,PERCENT,,,,,,58.19117,59.40914,59.15863,,59.15863,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,EPRS,PERCENT,,,,,,22.00482,29.33609,24.33538,,24.33538,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,INST,PERCENT,,,,,,29.20953,31.61161,28.89928,,28.89928,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,PCPR,PERCENT,,,,,,3.60073,2.11391,4.50547,,4.50547,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,SOFT,PERCENT,,,,,,33.18792,42.20053,35.39131,,35.39131,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",344,"China, Hong Kong Special Administrative Region",,,G,MALE,TRAF,PERCENT,,,,,,23.10848,45.88855,26.87701,,26.87701,2020
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,ARSP,PERCENT,,,,,,34.92215,38.36429,,,38.36429,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,CMFL,PERCENT,,,,,,43.66063,46.10582,,,46.10582,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,COPA,PERCENT,,,,,,43.70829,45.91853,,,45.91853,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,EMAIL,PERCENT,,,,,,41.92882,44.62307,,,44.62307,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,EPRS,PERCENT,,,,,,34.41373,36.52255,,,36.52255,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,INST,PERCENT,,,,,,28.61455,31.21586,,,31.21586,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,PCPR,PERCENT,,,,,,7.07023,4.37022,,,4.37022,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,SOFT,PERCENT,,,,,,42.10359,44.98205,,,44.98205,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,BOTHSEX,TRAF,PERCENT,,,,,,38.03622,38.83253,,,38.83253,2019
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,ARSP,PERCENT,,,,,,34.52632,,,,34.52632,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,CMFL,PERCENT,,,,,,42.82707,,,,42.82707,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,COPA,PERCENT,,,,,,42.70677,,,,42.70677,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,EMAIL,PERCENT,,,,,,40.99248,,,,40.99248,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,EPRS,PERCENT,,,,,,33.89474,,,,33.89474,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,INST,PERCENT,,,,,,27.00752,,,,27.00752,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,PCPR,PERCENT,,,,,,6.13534,,,,6.13534,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,SOFT,PERCENT,,,,,,40.75188,,,,40.75188,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,FEMALE,TRAF,PERCENT,,,,,,36.96241,,,,36.96241,2018
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",446,"China, Macao Special Administrative Region",,,G,MALE,ARSP,PERCENT,,,,,,35.35354,,,,35.35354,2018
