Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Sex,Type of skill,Units,2000,2001,2003,2004,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,ISO3
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,95.16,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,92.1,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,94.84,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,86.37,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,97.6,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,97.75,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),446,"China, Macao Special Administrative Region",PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,97.44,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,52.83,,,,,,,64.49,,,,,,56.41,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,71.46,,,,,,,78.99,,,,,,64.15,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,51.59,,,,,,,64.77,,,,,,54.78,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,73.5,,,,,,,81.61,,,,,,68.64,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,54.42,,,,,,,64.19,,,,,,57.97,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,70.19,,,,,,,76.29,,,,,,59.71,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,28.1,,,29.55,,,26.18,,,33.71,,,34.61,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,44.3,,,52.89,,,48.55,,,57.16,,,50.1,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,23.48,,,22.28,,,20.42,,,30.75,,,29.73,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,46.52,,,55.07,,,53.31,,,60.27,,,51.99,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,33.5,,,37.56,,,32.66,,,37.02,,,39.69,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,41.7,,,50.48,,,43.21,,,53.69,,,48.12,,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,38.05,,,,,,,47.67,,,,,,16.6,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,48.19,,,,,,,55.27,,,,,,37.49,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,34.42,,,,,,,42.08,,,,,,15.4,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,47.39,,,,,,,56.65,,,,,,39.64,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,42.41,,,,,,,52.53,,,,,,17.76,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),170,Colombia,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,49.11,,,,,,,54.1,,,,,,35.4,,COL
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),174,Comoros,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,17.7,,,,,,,,,,,,,
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,72,,,,,86.3,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,38.48,,,,,63.3,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,71.02,,,,,86.9,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,38.67,,,,,65.8,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,72.96,,,,,86.3,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,38.3,,,,,60.1,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,5.9,,,,,7.7,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,17.1,,,,,33.6,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,5,,,,,8.6,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,18.06,,,,,37,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,4.96,,,,,7.3,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),178,Congo,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,16.08,,,,,30.2,,COG
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,72.94,,,,,,,84.36,,,,,,66.61,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,88.14,,,,,,,89.28,,,,,,74.69,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,71.03,,,,,,,83.97,,,,,,64.33,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,89.21,,,,,,,91.3,,,,,,77.48,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,75.25,,,,,,,84.73,,,,,,68.83,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,87.35,,,,,,,87.4,,,,,,71.97,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,43.31,,,40.13,,,37.5,,,40,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,67.38,,,67.62,,,59.69,,,58.04,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,36.44,,,33.4,,,32.48,,,35.49,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,71.55,,,74.09,,,63.31,,,61.28,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,,,,51.05,,,47.74,,,42.69,,,44.63,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,62.68,,,60.29,,,55.96,,,54.71,,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,62.65,,,,,,,60.09,,,,,,20.92,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,71.33,,,,,,,68.3,,,,,,54.05,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,57.85,,,,,,,56.82,,,,,,19.09,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,71.27,,,,,,,69.55,,,,,,56.64,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,67.01,,,,,,,63.21,,,,,,22.76,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),188,Costa Rica,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,71.22,,,,,,,67.16,,,,,,51.44,,CRI
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,33.42,,,,,68,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,16.52,,,,,33.1,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,28.13,,,,,65.3,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,15.08,,,,,31,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,38.38,,,,,71.4,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,17.87,,,,,34,,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,3.1,,,,,2.6,8.9,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,22.4,,,,,22,10.8,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,2.05,,,,,2.1,9.1,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,24.47,,,,,23.4,11.7,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,2.87,,,,,3.4,8.8,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),384,Côte d'Ivoire,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,20.82,,,,,21.3,9.9,CIV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,71.42,,,66.85,,,70.13,,,67.96,,,68.84,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,78.46,,,77.56,,,81.3,,,80.13,,,78.42,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,,,69.58,,,65.36,,,69.03,,,66.07,,,68.13,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,87.4,,,87.47,,,90.55,,,84.85,,,84.98,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,,,73.26,,,68.16,,,71.18,,,70,,,69.56,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,69.5,,,68.78,,,72.41,,,75.04,,,71.78,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,60.42,,,,67.46,,,,70.01,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,99,,,,,,,,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,57.2,,,,64.66,,,,67.43,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,99.43,,,,,,,,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,63.6,,,,70.13,,,,72.68,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),191,Croatia,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,98.57,,,,,,,,,,HRV
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,75.03,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,69.72,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,76.48,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,74.46,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,73.52,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,GRAD23,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,65.13,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,20.64,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,44.57,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,20.9,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,50.58,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,,,,,,,,,,,,,,,,20.57,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),192,Cuba,PRIMAR,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,,38.76,,CUB
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,,,44.59,,,48.4,,,,,,,,,,,,63.41,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,56.29,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,,,48.87,,,52.74,,,,,,,,,,,,65.48,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,67.26,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,MALE,SKILL_MATH,PERCENT,,,40.55,,,44.2,,,,,,,,,,,,61.57,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,LOWSEC,G,MALE,SKILL_READ,PERCENT,,,,,,,,,,,,,,,,,45.74,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,67.61,,,,,,,,,,,73.76,,,,76.92,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,BOTHSEX,SKILL_READ,PERCENT,,86.76,,,,,,,,,,,,,,,,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,FEMALE,SKILL_MATH,PERCENT,,,66.09,,,,,,,,,,,73.29,,,,73.75,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,FEMALE,SKILL_READ,PERCENT,,90.13,,,,,,,,,,,,,,,,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,MALE,SKILL_MATH,PERCENT,,,69.09,,,,,,,,,,,74.21,,,,80.39,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),196,Cyprus,PRIMAR,G,MALE,SKILL_READ,PERCENT,,83.59,,,,,,,,,,,,,,,,,,CYP
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,BOTHSEX,SKILL_MATH,PERCENT,76.88,,83.43,,80.84,,,77.67,,,79.04,,,78.31,,,79.61,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,BOTHSEX,SKILL_READ,PERCENT,82.5,,80.69,,75.22,,,76.95,,,83.13,,,77.98,,,79.26,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,FEMALE,SKILL_MATH,PERCENT,77,,81.95,,78.8,,,76.88,,,77.27,,,78.72,,,80.05,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,FEMALE,SKILL_READ,PERCENT,88.48,,85.02,,83.1,,,85.72,,,89.39,,,83.04,,,85.05,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,MALE,SKILL_MATH,PERCENT,77.04,,84.88,,82.41,,,78.36,,,80.72,,,77.92,,,79.2,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,LOWSEC,G,MALE,SKILL_READ,PERCENT,76.44,,76.47,,69.18,,,69.23,,,77.19,,,73.18,,,73.72,,,CZE
4,4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),203,Czechia,PRIMAR,G,BOTHSEX,SKILL_MATH,PERCENT,,,,,,58.57,,,,71.79,,,,78.42,,,,78.43,,CZE
