ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,education_level_code,education_level_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
37,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,28.45241,30.59649,,30.59649,,C: Country data
38,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,18.1439,23.51323,23.16785,,23.16785,,C: Country data
39,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,36.73823,38.56041,,38.56041,,C: Country data
40,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",662,Saint Lucia,4,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,7.40741,7.40741,8,92,,92,,C: Country data
41,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",662,Saint Lucia,4,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,97.5,,97.5,,C: Country data
42,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",662,Saint Lucia,4,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,7.40741,8,88,,88,,C: Country data
43,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",670,Saint Vincent and the Grenadines,4,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,2,2017,2018,"[2017, 2018]",,,,,,,,,,,,,,,,,,100,96.2963,,,96.2963,,C: Country data
44,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",670,Saint Vincent and the Grenadines,4,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,2,2017,2018,"[2017, 2018]",,,,,,,,,,,,,,,,,,100,100,,,100,,C: Country data
45,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",670,Saint Vincent and the Grenadines,4,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,2,2017,2018,"[2017, 2018]",,,,,,,,,,,,,,,,,,100,96.2963,,,96.2963,,C: Country data
46,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,15.29412,,15.29412,,C: Country data
47,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,15.29412,,15.29412,,C: Country data
48,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,15.29412,,15.29412,,C: Country data
49,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2019,2019,[2019],,,,,,,,,,,,,,,,,,,,15.29412,,15.29412,,C: Country data
50,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2016,2019,"[2016, 2017, 2019]",,,,,,,,,,,,,,,,,43.90244,43.90244,,45.2381,,45.2381,,"[2016]: E: Estimated data // [2017,2019]: C: Country data"
51,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2016,2019,"[2016, 2017, 2019]",,,,,,,,,,,,,,,,,43.90244,43.90244,,45.2381,,45.2381,,"[2016]: E: Estimated data // [2017,2019]: C: Country data"
52,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",674,San Marino,5,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,100,100,,100,,C: Country data
53,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",674,San Marino,5,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,100,100,,100,,C: Country data
54,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",674,San Marino,5,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,2,2018,2019,"[2018, 2019]",,,,,,,,,,,,,,,,,,,100,100,,100,,C: Country data
55,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
56,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
57,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,100,100,100,100,,100,,C: Country data
58,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,0,7.14286,6.25,6.66667,,6.66667,[2016]: This data point is NIL for the submitting nation.,C: Country data
59,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,7.14286,7.14286,6.89655,6.89655,,6.89655,,C: Country data
60,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,0,6.66667,5.88235,6.25,,6.25,[2016]: This data point is NIL for the submitting nation.,C: Country data
61,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,6.57354,4.76813,11.94121,,11.94121,,C: Country data
62,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,4.59358,4.62725,9.70087,,9.70087,,C: Country data
63,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,,,,,,3.74065,6.19621,15.2488,,15.2488,,C: Country data
64,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,91.94313,,,91.94313,,C: Country data
65,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,93.06122,,,93.06122,,C: Country data
66,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,1,2018,2018,[2018],,,,,,,,,,,,,,,,,,,91.94313,,,91.94313,,C: Country data
67,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,3,2014,2016,"[2014, 2015, 2016]",,,,,,,,,,,,,,,21.4,21.5,21.2,,,,,21.2,,E: Estimated data
68,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,3,2014,2016,"[2014, 2015, 2016]",,,,,,,,,,,,,,,14.6,14.6,14.4,,,,,14.4,,E: Estimated data
69,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",703,Slovakia,5,151,Eastern Europe,Country,19.48495604,48.70741446,SVK,1,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,3,2014,2016,"[2014, 2015, 2016]",,,,,,,,,,,,,,,10.2,8.9,9.2,,,,,9.2,,E: Estimated data
70,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,45.92985,40.66007,60.9063,69.16031,,69.16031,,C: Country data
71,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,ISCED11_1,Primary,,PT,Percentage,SE_INF_DSBL__ISCED11_1,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,38.60045,31.10647,46.4503,59.21569,,59.21569,,C: Country data
72,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,ISCED11_3,Upper secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_3,education_level,4,2016,2019,"[2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,47.70833,44.47884,69.07731,72.06245,,72.06245,,C: Country data
73,4,Goal 4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.a,"Build and upgrade education facilities that are child, disability and gender sensitive and provide safe, non-violent, inclusive and effective learning environments for all",C040a01,4.a.1,"Proportion of schools offering basic services, by type of service",2021.Q2.G.03,"['means of implementation', 'education', 'educational facilities', 'persons with disabilities']",SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",768,Togo,4,11,Western Africa,Country,0.97835765,8.532096072,TGO,1,1,ISCED11_2,Lower secondary,,PT,Percentage,SE_INF_DSBL__ISCED11_2,education_level,1,2020,2020,[2020],,,,,,,,,,,,,,,,,,,,,7.57129,7.57129,,C: Country data
